Chromosome/scaffold name	Start (bp)	End (bp)	Feature type	Feature type class
X	1654035	1654964	DNase1	Open Chromatin
X	1655869	1656817	DNase1	Open Chromatin
X	16737275	16738028	DNase1	Open Chromatin
X	16804145	16804783	DNase1	Open Chromatin
X	16887886	16889167	DNase1	Open Chromatin
X	16910939	16911259	DNase1	Open Chromatin
X	16929379	16929815	DNase1	Open Chromatin
X	16932182	16932604	DNase1	Open Chromatin
X	16964567	16964996	DNase1	Open Chromatin
X	1699965	1700404	DNase1	Open Chromatin
X	1701936	1702307	DNase1	Open Chromatin
X	1710129	1710671	DNase1	Open Chromatin
X	17545972	17546408	DNase1	Open Chromatin
X	17582801	17583362	DNase1	Open Chromatin
X	1771183	1771553	DNase1	Open Chromatin
X	17754914	17755867	DNase1	Open Chromatin
X	1779931	1781130	DNase1	Open Chromatin
X	18443284	18443901	DNase1	Open Chromatin
X	18684664	18685213	DNase1	Open Chromatin
X	18685495	18685931	DNase1	Open Chromatin
X	18686097	18686863	DNase1	Open Chromatin
X	18692906	18693582	DNase1	Open Chromatin
X	187910	192071	DNase1	Open Chromatin
X	18904493	18905266	DNase1	Open Chromatin
X	18974419	18975071	DNase1	Open Chromatin
X	18979807	18980178	DNase1	Open Chromatin
X	19002109	19003329	DNase1	Open Chromatin
X	19104174	19104659	DNase1	Open Chromatin
X	19352254	19352670	DNase1	Open Chromatin
X	19361696	19362274	DNase1	Open Chromatin
X	19390380	19390660	DNase1	Open Chromatin
X	19728281	19728684	DNase1	Open Chromatin
X	19743716	19744231	DNase1	Open Chromatin
X	19757836	19758125	DNase1	Open Chromatin
X	19776619	19777063	DNase1	Open Chromatin
X	19828890	19829278	DNase1	Open Chromatin
X	19832297	19832763	DNase1	Open Chromatin
X	19864984	19865540	DNase1	Open Chromatin
X	19883787	19884477	DNase1	Open Chromatin
X	19893005	19893740	DNase1	Open Chromatin
X	19905485	19905979	DNase1	Open Chromatin
X	199717	200306	DNase1	Open Chromatin
X	20008769	20009560	DNase1	Open Chromatin
X	20085815	20086167	DNase1	Open Chromatin
X	20150817	20151193	DNase1	Open Chromatin
X	20159346	20160624	DNase1	Open Chromatin
X	20284871	20285802	DNase1	Open Chromatin
X	20285953	20286327	DNase1	Open Chromatin
X	20380621	20381411	DNase1	Open Chromatin
X	20392923	20393741	DNase1	Open Chromatin
X	20460781	20461115	DNase1	Open Chromatin
X	20532537	20532919	DNase1	Open Chromatin
X	20533907	20534714	DNase1	Open Chromatin
X	21857448	21858159	DNase1	Open Chromatin
X	21944958	21945459	DNase1	Open Chromatin
X	21950428	21951125	DNase1	Open Chromatin
X	22003417	22003792	DNase1	Open Chromatin
X	22008892	22009361	DNase1	Open Chromatin
X	22011273	22011851	DNase1	Open Chromatin
X	22014892	22015553	DNase1	Open Chromatin
X	2238556	2239653	DNase1	Open Chromatin
X	2243088	2243549	DNase1	Open Chromatin
X	2348337	2348692	DNase1	Open Chromatin
X	23685267	23685816	DNase1	Open Chromatin
X	23744306	23744790	DNase1	Open Chromatin
X	23750714	23751255	DNase1	Open Chromatin
X	23760814	23761770	DNase1	Open Chromatin
X	23774293	23774735	DNase1	Open Chromatin
X	23791381	23792073	DNase1	Open Chromatin
X	23799224	23799962	DNase1	Open Chromatin
X	23799980	23800357	DNase1	Open Chromatin
X	23800943	23801779	DNase1	Open Chromatin
X	23802447	23803069	DNase1	Open Chromatin
X	23829218	23829785	DNase1	Open Chromatin
X	23835455	23835792	DNase1	Open Chromatin
X	23889979	23890424	DNase1	Open Chromatin
X	23902803	23903162	DNase1	Open Chromatin
X	23918381	23918727	DNase1	Open Chromatin
X	23919141	23919565	DNase1	Open Chromatin
X	23925630	23926463	DNase1	Open Chromatin
X	23977838	23978454	DNase1	Open Chromatin
X	24043170	24043988	DNase1	Open Chromatin
X	24071616	24073524	DNase1	Open Chromatin
X	24167535	24168004	DNase1	Open Chromatin
X	24168097	24168856	DNase1	Open Chromatin
X	24279242	24279697	DNase1	Open Chromatin
X	2439263	2439858	DNase1	Open Chromatin
X	2440079	2440419	DNase1	Open Chromatin
X	24413930	24414251	DNase1	Open Chromatin
X	24482981	24483544	DNase1	Open Chromatin
X	24497967	24498459	DNase1	Open Chromatin
X	24665377	24665692	DNase1	Open Chromatin
X	24711607	24712171	DNase1	Open Chromatin
X	2527087	2527582	DNase1	Open Chromatin
X	2532875	2533604	DNase1	Open Chromatin
X	2547168	2550840	DNase1	Open Chromatin
X	2608978	2609704	DNase1	Open Chromatin
X	2614620	2615344	DNase1	Open Chromatin
X	2625226	2625924	DNase1	Open Chromatin
X	2626131	2626604	DNase1	Open Chromatin
X	2626653	2627309	DNase1	Open Chromatin
X	2627940	2628945	DNase1	Open Chromatin
X	2846055	2847222	DNase1	Open Chromatin
X	2847228	2847649	DNase1	Open Chromatin
X	2847900	2848532	DNase1	Open Chromatin
X	2853251	2853800	DNase1	Open Chromatin
X	30548769	30549091	DNase1	Open Chromatin
X	30551377	30551867	DNase1	Open Chromatin
X	30586155	30586617	DNase1	Open Chromatin
X	30595185	30596249	DNase1	Open Chromatin
X	30615339	30616111	DNase1	Open Chromatin
X	30631235	30631725	DNase1	Open Chromatin
X	30631738	30632284	DNase1	Open Chromatin
X	30633293	30633742	DNase1	Open Chromatin
X	30639042	30639749	DNase1	Open Chromatin
X	30645791	30646382	DNase1	Open Chromatin
X	30656486	30656972	DNase1	Open Chromatin
X	30661296	30662073	DNase1	Open Chromatin
X	30667947	30668520	DNase1	Open Chromatin
X	30670510	30672161	DNase1	Open Chromatin
X	30675955	30676292	DNase1	Open Chromatin
X	30676638	30677059	DNase1	Open Chromatin
X	30677454	30677949	DNase1	Open Chromatin
X	30907266	30907924	DNase1	Open Chromatin
X	347510	348306	DNase1	Open Chromatin
X	35717688	35718195	DNase1	Open Chromatin
X	3581590	3582356	DNase1	Open Chromatin
X	35886545	35887066	DNase1	Open Chromatin
X	3732352	3733427	DNase1	Open Chromatin
X	37604652	37604983	DNase1	Open Chromatin
X	37605050	37606285	DNase1	Open Chromatin
X	37614301	37614725	DNase1	Open Chromatin
X	37641093	37641506	DNase1	Open Chromatin
X	37644759	37645317	DNase1	Open Chromatin
X	37646460	37647174	DNase1	Open Chromatin
X	37656040	37656627	DNase1	Open Chromatin
X	37706698	37707066	DNase1	Open Chromatin
X	38134813	38135307	DNase1	Open Chromatin
X	38186098	38187158	DNase1	Open Chromatin
X	38206349	38206852	DNase1	Open Chromatin
X	38225277	38225591	DNase1	Open Chromatin
X	38420444	38420783	DNase1	Open Chromatin
X	38660292	38661113	DNase1	Open Chromatin
X	38662728	38663734	DNase1	Open Chromatin
X	38664964	38665619	DNase1	Open Chromatin
X	38707840	38708297	DNase1	Open Chromatin
X	38728018	38728920	DNase1	Open Chromatin
X	38729619	38730007	DNase1	Open Chromatin
X	38740978	38741342	DNase1	Open Chromatin
X	38867688	38868226	DNase1	Open Chromatin
X	38922192	38922837	DNase1	Open Chromatin
X	39003485	39004099	DNase1	Open Chromatin
X	39004141	39004691	DNase1	Open Chromatin
X	39009014	39009320	DNase1	Open Chromatin
X	39018388	39019057	DNase1	Open Chromatin
X	39350730	39351115	DNase1	Open Chromatin
X	39631847	39632217	DNase1	Open Chromatin
X	39639459	39639817	DNase1	Open Chromatin
X	39714266	39714821	DNase1	Open Chromatin
X	39767536	39767985	DNase1	Open Chromatin
X	39873321	39873906	DNase1	Open Chromatin
X	39886289	39886713	DNase1	Open Chromatin
X	39955238	39955618	DNase1	Open Chromatin
X	39963877	39964326	DNase1	Open Chromatin
X	39966594	39967061	DNase1	Open Chromatin
X	39980424	39980825	DNase1	Open Chromatin
X	40012613	40013078	DNase1	Open Chromatin
X	40014270	40014681	DNase1	Open Chromatin
X	40028687	40029390	DNase1	Open Chromatin
X	40030912	40032020	DNase1	Open Chromatin
X	40034169	40036680	DNase1	Open Chromatin
X	40038499	40038996	DNase1	Open Chromatin
X	40066893	40067316	DNase1	Open Chromatin
X	40126197	40127415	DNase1	Open Chromatin
X	40162871	40163379	DNase1	Open Chromatin
X	40239911	40240271	DNase1	Open Chromatin
X	40244526	40244910	DNase1	Open Chromatin
X	40244948	40245340	DNase1	Open Chromatin
X	40246557	40246937	DNase1	Open Chromatin
X	40270569	40270947	DNase1	Open Chromatin
X	40298918	40299479	DNase1	Open Chromatin
X	40327574	40328248	DNase1	Open Chromatin
X	40398410	40399300	DNase1	Open Chromatin
X	40439672	40440411	DNase1	Open Chromatin
X	40440604	40441239	DNase1	Open Chromatin
X	40503436	40503910	DNase1	Open Chromatin
X	40503927	40504672	DNase1	Open Chromatin
X	40506594	40507379	DNase1	Open Chromatin
X	40594633	40595515	DNase1	Open Chromatin
X	40653298	40653607	DNase1	Open Chromatin
X	40856075	40856565	DNase1	Open Chromatin
X	40869010	40869837	DNase1	Open Chromatin
X	40881789	40882246	DNase1	Open Chromatin
X	40943362	40945222	DNase1	Open Chromatin
X	41097827	41098480	DNase1	Open Chromatin
X	41112898	41113341	DNase1	Open Chromatin
X	41124836	41125260	DNase1	Open Chromatin
X	41176730	41177144	DNase1	Open Chromatin
X	41182425	41183081	DNase1	Open Chromatin
X	41191942	41194804	DNase1	Open Chromatin
X	41240954	41241405	DNase1	Open Chromatin
X	41243308	41243798	DNase1	Open Chromatin
X	41294826	41295391	DNase1	Open Chromatin
X	41301201	41302274	DNase1	Open Chromatin
X	41308806	41309206	DNase1	Open Chromatin
X	41350932	41351446	DNase1	Open Chromatin
X	41565107	41565648	DNase1	Open Chromatin
X	41583081	41583516	DNase1	Open Chromatin
X	41780727	41781091	DNase1	Open Chromatin
X	41782572	41783180	DNase1	Open Chromatin
X	43513569	43514441	DNase1	Open Chromatin
X	43609313	43609968	DNase1	Open Chromatin
X	43870793	43871142	DNase1	Open Chromatin
X	43871748	43872400	DNase1	Open Chromatin
X	43885805	43886123	DNase1	Open Chromatin
X	44012115	44012495	DNase1	Open Chromatin
X	44401969	44402612	DNase1	Open Chromatin
X	44455475	44455963	DNase1	Open Chromatin
X	44731582	44732619	DNase1	Open Chromatin
X	44732625	44733752	DNase1	Open Chromatin
X	44749073	44749544	DNase1	Open Chromatin
X	45032124	45032593	DNase1	Open Chromatin
X	45050579	45051015	DNase1	Open Chromatin
X	45305284	45305686	DNase1	Open Chromatin
X	45374461	45375196	DNase1	Open Chromatin
X	45556880	45557226	DNase1	Open Chromatin
X	45574085	45574527	DNase1	Open Chromatin
X	45612976	45613569	DNase1	Open Chromatin
X	45617652	45618167	DNase1	Open Chromatin
X	45618490	45618817	DNase1	Open Chromatin
X	45621967	45622512	DNase1	Open Chromatin
X	45626524	45627062	DNase1	Open Chromatin
X	45629384	45630062	DNase1	Open Chromatin
X	45630997	45631389	DNase1	Open Chromatin
X	45638009	45638435	DNase1	Open Chromatin
X	45662883	45663509	DNase1	Open Chromatin
X	46306489	46307223	DNase1	Open Chromatin
X	46404420	46405168	DNase1	Open Chromatin
X	46485929	46486881	DNase1	Open Chromatin
X	46488009	46489065	DNase1	Open Chromatin
X	46618752	46619162	DNase1	Open Chromatin
X	46651180	46651777	DNase1	Open Chromatin
X	46651796	46652533	DNase1	Open Chromatin
X	46656074	46656366	DNase1	Open Chromatin
X	46696023	46696679	DNase1	Open Chromatin
X	46697259	46697947	DNase1	Open Chromatin
X	46838042	46838374	DNase1	Open Chromatin
X	46988432	46989238	DNase1	Open Chromatin
X	47003673	47005113	DNase1	Open Chromatin
X	47049950	47050351	DNase1	Open Chromatin
X	47052406	47053576	DNase1	Open Chromatin
X	47076514	47076923	DNase1	Open Chromatin
X	47076960	47078314	DNase1	Open Chromatin
X	47092244	47093429	DNase1	Open Chromatin
X	47221358	47221945	DNase1	Open Chromatin
X	47341799	47342823	DNase1	Open Chromatin
X	47382715	47383152	DNase1	Open Chromatin
X	47415431	47415918	DNase1	Open Chromatin
X	47420108	47421508	DNase1	Open Chromatin
X	47423185	47423535	DNase1	Open Chromatin
X	47438789	47439462	DNase1	Open Chromatin
X	47441353	47441991	DNase1	Open Chromatin
X	47479100	47479583	DNase1	Open Chromatin
X	47489111	47490274	DNase1	Open Chromatin
X	47491995	47492527	DNase1	Open Chromatin
X	47493421	47494151	DNase1	Open Chromatin
X	47496890	47497549	DNase1	Open Chromatin
X	47509522	47510588	DNase1	Open Chromatin
X	47517898	47518893	DNase1	Open Chromatin
X	47695895	47696503	DNase1	Open Chromatin
X	47819748	47820224	DNase1	Open Chromatin
X	47863187	47863770	DNase1	Open Chromatin
X	47880340	47881201	DNase1	Open Chromatin
X	47885033	47885350	DNase1	Open Chromatin
X	47885988	47886499	DNase1	Open Chromatin
X	4827370	4828008	DNase1	Open Chromatin
X	48334105	48334766	DNase1	Open Chromatin
X	48345584	48346311	DNase1	Open Chromatin
X	48350676	48351035	DNase1	Open Chromatin
X	48379849	48380384	DNase1	Open Chromatin
X	48397602	48398904	DNase1	Open Chromatin
X	48432013	48433561	DNase1	Open Chromatin
X	48455632	48456783	DNase1	Open Chromatin
X	48489750	48490181	DNase1	Open Chromatin
X	48525827	48526378	DNase1	Open Chromatin
X	4853436	4854704	DNase1	Open Chromatin
X	48534392	48535185	DNase1	Open Chromatin
X	48538811	48539306	DNase1	Open Chromatin
X	48541160	48541663	DNase1	Open Chromatin
X	48541727	48542386	DNase1	Open Chromatin
X	48553881	48554498	DNase1	Open Chromatin
X	48554505	48555320	DNase1	Open Chromatin
X	48595439	48596218	DNase1	Open Chromatin
X	48659292	48661052	DNase1	Open Chromatin
X	48748716	48749391	DNase1	Open Chromatin
X	48754185	48755772	DNase1	Open Chromatin
X	48768346	48769361	DNase1	Open Chromatin
X	48774408	48775027	DNase1	Open Chromatin
X	48776143	48777053	DNase1	Open Chromatin
X	48794802	48795335	DNase1	Open Chromatin
X	48814753	48816085	DNase1	Open Chromatin
X	48857826	48859298	DNase1	Open Chromatin
X	48897202	48897776	DNase1	Open Chromatin
X	48900515	48901693	DNase1	Open Chromatin
X	48911205	48911635	DNase1	Open Chromatin
X	48931536	48932044	DNase1	Open Chromatin
X	48937215	48937969	DNase1	Open Chromatin
X	48957813	48958435	DNase1	Open Chromatin
X	48979891	48980464	DNase1	Open Chromatin
X	49012125	49012977	DNase1	Open Chromatin
X	49019937	49020747	DNase1	Open Chromatin
X	49022538	49024209	DNase1	Open Chromatin
X	49028061	49028535	DNase1	Open Chromatin
X	49028594	49029209	DNase1	Open Chromatin
X	49032708	49033170	DNase1	Open Chromatin
X	49042654	49043080	DNase1	Open Chromatin
X	49046498	49046844	DNase1	Open Chromatin
X	49047085	49048077	DNase1	Open Chromatin
X	49056445	49056919	DNase1	Open Chromatin
X	49086609	49087779	DNase1	Open Chromatin
X	49091773	49092272	DNase1	Open Chromatin
X	49093493	49094078	DNase1	Open Chromatin
X	49125369	49126529	DNase1	Open Chromatin
X	49148398	49148722	DNase1	Open Chromatin
X	49168625	49169069	DNase1	Open Chromatin
X	49614578	49615070	DNase1	Open Chromatin
X	49643534	49644323	DNase1	Open Chromatin
X	49648900	49649317	DNase1	Open Chromatin
X	49686833	49687450	DNase1	Open Chromatin
X	49968962	49969593	DNase1	Open Chromatin
X	52004503	52005445	DNase1	Open Chromatin
X	52925763	52926538	DNase1	Open Chromatin
X	52938293	52938718	DNase1	Open Chromatin
X	52949719	52950950	DNase1	Open Chromatin
X	52963622	52964702	DNase1	Open Chromatin
X	52975321	52975731	DNase1	Open Chromatin
X	52987481	52988263	DNase1	Open Chromatin
X	53024393	53025282	DNase1	Open Chromatin
X	53110989	53111748	DNase1	Open Chromatin
X	53122330	53122695	DNase1	Open Chromatin
X	53122925	53123677	DNase1	Open Chromatin
X	53254086	53254910	DNase1	Open Chromatin
X	53292030	53292680	DNase1	Open Chromatin
X	53292707	53293155	DNase1	Open Chromatin
X	53313878	53314212	DNase1	Open Chromatin
X	53342199	53343021	DNase1	Open Chromatin
X	53383054	53383443	DNase1	Open Chromatin
X	53401140	53401869	DNase1	Open Chromatin
X	53448821	53450070	DNase1	Open Chromatin
X	53461167	53461691	DNase1	Open Chromatin
X	53462952	53463305	DNase1	Open Chromatin
X	53467738	53468398	DNase1	Open Chromatin
X	53468407	53469031	DNase1	Open Chromatin
X	53469164	53469682	DNase1	Open Chromatin
X	53501646	53502101	DNase1	Open Chromatin
X	53710198	53711587	DNase1	Open Chromatin
X	54070248	54071560	DNase1	Open Chromatin
X	54466506	54466976	DNase1	Open Chromatin
X	54556091	54556940	DNase1	Open Chromatin
X	54665633	54666659	DNase1	Open Chromatin
X	54834913	54835597	DNase1	Open Chromatin
X	55026066	55026961	DNase1	Open Chromatin
X	55187164	55187873	DNase1	Open Chromatin
X	55207965	55208255	DNase1	Open Chromatin
X	55478372	55478713	DNase1	Open Chromatin
X	55743734	55744935	DNase1	Open Chromatin
X	56589772	56590481	DNase1	Open Chromatin
X	56759949	56760227	DNase1	Open Chromatin
X	56790165	56790568	DNase1	Open Chromatin
X	56790599	56791549	DNase1	Open Chromatin
X	56791938	56792600	DNase1	Open Chromatin
X	56793981	56795162	DNase1	Open Chromatin
X	56798876	56800571	DNase1	Open Chromatin
X	56804386	56805983	DNase1	Open Chromatin
X	56808745	56809180	DNase1	Open Chromatin
X	56809475	56810321	DNase1	Open Chromatin
X	56829883	56830310	DNase1	Open Chromatin
X	56839719	56840366	DNase1	Open Chromatin
X	58509068	58509241	DNase1	Open Chromatin
X	58528552	58528725	DNase1	Open Chromatin
X	58561228	58561809	DNase1	Open Chromatin
X	58564281	58572746	DNase1	Open Chromatin
X	58576838	58582106	DNase1	Open Chromatin
X	61684704	61686190	DNase1	Open Chromatin
X	61688216	61690544	DNase1	Open Chromatin
X	61690550	61692540	DNase1	Open Chromatin
X	61692614	61696654	DNase1	Open Chromatin
X	61709272	61712982	DNase1	Open Chromatin
X	61713157	61718155	DNase1	Open Chromatin
X	61718158	61720197	DNase1	Open Chromatin
X	61720306	61721170	DNase1	Open Chromatin
X	61839286	61839460	DNase1	Open Chromatin
X	62550544	62551027	DNase1	Open Chromatin
X	62570977	62571560	DNase1	Open Chromatin
X	62974846	62975330	DNase1	Open Chromatin
X	63425274	63426042	DNase1	Open Chromatin
X	64017	64485	DNase1	Open Chromatin
X	64754454	64755079	DNase1	Open Chromatin
X	64801873	64802202	DNase1	Open Chromatin
X	64815254	64815932	DNase1	Open Chromatin
X	64816205	64816557	DNase1	Open Chromatin
X	64864788	64865136	DNase1	Open Chromatin
X	64887316	64887675	DNase1	Open Chromatin
X	64888374	64888827	DNase1	Open Chromatin
X	64898909	64899518	DNase1	Open Chromatin
X	64910194	64910653	DNase1	Open Chromatin
X	64914353	64915086	DNase1	Open Chromatin
X	64918174	64918872	DNase1	Open Chromatin
X	65121300	65121630	DNase1	Open Chromatin
X	65205867	65206422	DNase1	Open Chromatin
X	65217653	65218695	DNase1	Open Chromatin
X	65225276	65225669	DNase1	Open Chromatin
X	65231923	65232406	DNase1	Open Chromatin
X	65233056	65233400	DNase1	Open Chromatin
X	65234932	65235501	DNase1	Open Chromatin
X	65266623	65267092	DNase1	Open Chromatin
X	65269826	65270479	DNase1	Open Chromatin
X	65294751	65295466	DNase1	Open Chromatin
X	66945760	66946206	DNase1	Open Chromatin
X	67000444	67001008	DNase1	Open Chromatin
X	67334369	67334987	DNase1	Open Chromatin
X	67406738	67407107	DNase1	Open Chromatin
X	67718449	67719026	DNase1	Open Chromatin
X	67886319	67886941	DNase1	Open Chromatin
X	67905548	67906355	DNase1	Open Chromatin
X	67913213	67913721	DNase1	Open Chromatin
X	67914232	67914566	DNase1	Open Chromatin
X	67919793	67920482	DNase1	Open Chromatin
X	68048491	68049030	DNase1	Open Chromatin
X	68051906	68052234	DNase1	Open Chromatin
X	68214449	68214824	DNase1	Open Chromatin
X	69053	69559	DNase1	Open Chromatin
X	69352986	69353430	DNase1	Open Chromatin
X	69353479	69353925	DNase1	Open Chromatin
X	69509621	69510054	DNase1	Open Chromatin
X	69653679	69654067	DNase1	Open Chromatin
X	69654143	69654566	DNase1	Open Chromatin
X	69851433	69851832	DNase1	Open Chromatin
X	7001725	7002492	DNase1	Open Chromatin
X	70287690	70288716	DNase1	Open Chromatin
X	70315489	70316090	DNase1	Open Chromatin
X	70318153	70318504	DNase1	Open Chromatin
X	70331193	70331825	DNase1	Open Chromatin
X	70338221	70338642	DNase1	Open Chromatin
X	70348997	70349345	DNase1	Open Chromatin
X	70401387	70402336	DNase1	Open Chromatin
X	70473869	70474277	DNase1	Open Chromatin
X	70502536	70503968	DNase1	Open Chromatin
X	7050481	7050821	DNase1	Open Chromatin
X	70585496	70586627	DNase1	Open Chromatin
X	7064816	7065218	DNase1	Open Chromatin
X	7065571	7066948	DNase1	Open Chromatin
X	70711929	70712483	DNase1	Open Chromatin
X	70751835	70753156	DNase1	Open Chromatin
X	70761021	70761598	DNase1	Open Chromatin
