Chromosome/scaffold name	Start (bp)	End (bp)	Feature type
X	105219434	105219688	TF binding site
20	12435924	12436087	TF binding site
7	18214408	18215091	TF binding site
13	52341304	52341567	TF binding site
2	233527120	233527485	TF binding site
20	53296815	53297009	TF binding site
17	25692161	25693117	TF binding site
5	34834393	34834636	TF binding site
8	118694159	118694467	TF binding site
5	132138126	132138310	TF binding site
2	27663957	27664715	TF binding site
11	125423687	125424513	TF binding site
18	14074263	14074532	TF binding site
3	196675162	196675654	TF binding site
14	32275538	32275864	TF binding site
14	60974323	60974457	TF binding site
6	170950377	170950770	TF binding site
X	143481182	143481224	TF binding site
7	7035130	7035742	TF binding site
2	18331004	18331256	TF binding site
2	122505736	122506091	TF binding site
6	100914791	100915131	TF binding site
8	95949604	95949925	TF binding site
2	23637797	23638138	TF binding site
10	37722937	37723298	TF binding site
10	63017886	63018064	TF binding site
16	31280599	31281195	TF binding site
22	27590060	27590408	TF binding site
7	135783760	135784211	TF binding site
12	64826837	64827156	TF binding site
5	8321579	8321752	TF binding site
18	68668713	68669261	TF binding site
4	170823857	170824133	TF binding site
5	6220521	6221124	TF binding site
20	7874005	7874518	TF binding site
8	146253668	146254119	TF binding site
1	181399528	181399747	TF binding site
12	27858180	27858572	TF binding site
9	121026074	121026681	TF binding site
8	42451201	42451625	TF binding site
3	64914381	64914783	TF binding site
3	55945327	55945606	TF binding site
7	156814705	156815339	TF binding site
12	61687924	61688179	TF binding site
7	152440625	152441061	TF binding site
1	55609373	55609741	TF binding site
10	125211198	125211428	TF binding site
10	94735976	94736235	TF binding site
3	183867610	183867905	TF binding site
19	29094947	29095205	TF binding site
2	203935503	203935753	TF binding site
2	228492548	228492714	TF binding site
2	80306510	80306913	TF binding site
13	95996110	95996584	TF binding site
11	58648137	58648447	TF binding site
4	155366634	155366950	TF binding site
GL000218.1	58105	58331	TF binding site
13	73413977	73414396	TF binding site
20	3212666	3213170	TF binding site
22	18766573	18766986	TF binding site
20	20922060	20922080	TF binding site
3	157597438	157597811	TF binding site
8	51576341	51576630	TF binding site
4	4118684	4118998	TF binding site
20	37356547	37357169	TF binding site
2	139193287	139193609	TF binding site
1	145299452	145299996	TF binding site
6	132244564	132244934	TF binding site
9	89804015	89804331	TF binding site
22	49059115	49059508	TF binding site
11	28545547	28546125	TF binding site
X	44343613	44344194	TF binding site
10	8155656	8155872	TF binding site
1	67642537	67642673	TF binding site
19	29031957	29032884	TF binding site
GL000220.1	25839	26128	TF binding site
12	93615629	93616110	TF binding site
7	92554611	92554749	TF binding site
4	174238294	174238495	TF binding site
21	38539058	38539388	TF binding site
2	87651649	87651936	TF binding site
12	118294462	118294762	TF binding site
9	112982986	112983551	TF binding site
20	35049967	35050380	TF binding site
3	13498558	13498917	TF binding site
15	55933863	55934209	TF binding site
9	37430604	37431273	TF binding site
2	158991191	158991554	TF binding site
12	128782985	128783188	TF binding site
6	54748637	54749632	TF binding site
3	47891375	47891988	TF binding site
10	11818114	11818466	TF binding site
1	16923802	16924137	TF binding site
7	149103692	149104150	TF binding site
2	47355453	47355617	TF binding site
1	217953388	217953714	TF binding site
5	179583203	179583423	TF binding site
14	65023279	65023602	TF binding site
9	97748062	97748235	TF binding site
19	16013136	16013423	TF binding site
9	134481475	134482106	TF binding site
6	5078578	5078877	TF binding site
10	99815625	99816038	TF binding site
3	154401867	154402158	TF binding site
1	14864931	14865195	TF binding site
GL000227.1	30662	30983	TF binding site
4	75576300	75576600	TF binding site
9	86044082	86044559	TF binding site
18	24622162	24622500	TF binding site
5	154024296	154024588	TF binding site
12	17092659	17093277	TF binding site
13	85815264	85815563	TF binding site
9	29692034	29692426	TF binding site
X	54473940	54474197	TF binding site
6	84979742	84980152	TF binding site
X	2396502	2397899	TF binding site
2	142226347	142226703	TF binding site
10	35352778	35353151	TF binding site
14	59778296	59778638	TF binding site
12	118295470	118295877	TF binding site
4	53234969	53235477	TF binding site
15	102273538	102273945	TF binding site
1	229984830	229985147	TF binding site
21	44212330	44212593	TF binding site
1	18686740	18687063	TF binding site
1	92240135	92240446	TF binding site
2	153215932	153216640	TF binding site
8	78222718	78223041	TF binding site
14	67618062	67618335	TF binding site
16	10590906	10591856	TF binding site
14	88801538	88801814	TF binding site
5	93853476	93854623	TF binding site
15	68285174	68285505	TF binding site
20	52349961	52350224	TF binding site
1	36738657	36739066	TF binding site
7	111165075	111165557	TF binding site
1	182913370	182913645	TF binding site
17	49491177	49491451	TF binding site
9	83985029	83985438	TF binding site
10	72300203	72300691	TF binding site
7	152509979	152510367	TF binding site
9	46734318	46734632	TF binding site
15	40581634	40581935	TF binding site
19	37290748	37291011	TF binding site
17	68859583	68860512	TF binding site
5	151282854	151283196	TF binding site
1	110822849	110823072	TF binding site
5	50688592	50688991	TF binding site
3	162487432	162487690	TF binding site
6	123699739	123699792	TF binding site
10	98877190	98877448	TF binding site
11	28628542	28628831	TF binding site
3	94513059	94513803	TF binding site
9	130567911	130568353	TF binding site
3	110646864	110647445	TF binding site
8	69402897	69403230	TF binding site
14	107020091	107020379	TF binding site
2	28378515	28378754	TF binding site
20	33357549	33357900	TF binding site
1	149987636	149987876	TF binding site
22	22741285	22741829	TF binding site
1	109682853	109683345	TF binding site
5	81218942	81219137	TF binding site
2	33185584	33186468	TF binding site
16	50262445	50262875	TF binding site
4	128709741	128710000	TF binding site
4	80162980	80163376	TF binding site
2	213459808	213460099	TF binding site
3	83550169	83550406	TF binding site
1	17586129	17586411	TF binding site
7	103556329	103556848	TF binding site
X	56133617	56134070	TF binding site
16	537664	538071	TF binding site
8	13510881	13511251	TF binding site
3	195951257	195951628	TF binding site
12	129067999	129068338	TF binding site
1	6694513	6695116	TF binding site
9	133746542	133746852	TF binding site
X	49518934	49519232	TF binding site
2	177057080	177057413	TF binding site
13	38991987	38992278	TF binding site
1	66001790	66002097	TF binding site
20	2729097	2729437	TF binding site
15	102300618	102301334	TF binding site
1	54546265	54546830	TF binding site
8	111365445	111365731	TF binding site
12	91353388	91353675	TF binding site
2	75631132	75631405	TF binding site
2	138867896	138868478	TF binding site
3	69275175	69275584	TF binding site
8	124455383	124455862	TF binding site
6	23728965	23729291	TF binding site
17	35887398	35887701	TF binding site
7	157457822	157458318	TF binding site
10	2881303	2881691	TF binding site
1	192092657	192093059	TF binding site
5	59219393	59219631	TF binding site
4	177509070	177509426	TF binding site
2	96278796	96279122	TF binding site
5	137042534	137042920	TF binding site
2	86653411	86653718	TF binding site
11	76855795	76856247	TF binding site
X	16802652	16802969	TF binding site
19	44110521	44110764	TF binding site
2	219044569	219044846	TF binding site
X	105251780	105252302	TF binding site
10	71334169	71335110	TF binding site
2	227252190	227252603	TF binding site
22	22008566	22008882	TF binding site
X	123890854	123891178	TF binding site
8	8012332	8013028	TF binding site
2	44177630	44177814	TF binding site
3	139024915	139025515	TF binding site
1	41626240	41626531	TF binding site
X	153788581	153789027	TF binding site
1	189631310	189631727	TF binding site
10	52069123	52069584	TF binding site
11	83424590	83425347	TF binding site
16	396906	397000	TF binding site
13	30288058	30288297	TF binding site
X	143358626	143358976	TF binding site
4	32860591	32860986	TF binding site
3	53625717	53626021	TF binding site
1	111535022	111535281	TF binding site
6	168453217	168453434	TF binding site
11	4512138	4512414	TF binding site
1	162566416	162566933	TF binding site
19	47769743	47769961	TF binding site
X	133505235	133505574	TF binding site
19	15734494	15734928	TF binding site
13	34019683	34019916	TF binding site
8	102855434	102855653	TF binding site
14	49946101	49946621	TF binding site
2	84485039	84485307	TF binding site
8	3584720	3585034	TF binding site
1	151705570	151705987	TF binding site
1	116634949	116635196	TF binding site
6	127343447	127343847	TF binding site
6	145141449	145141720	TF binding site
3	61802032	61802364	TF binding site
11	178164	178487	TF binding site
5	14880132	14880404	TF binding site
8	49483128	49483511	TF binding site
19	1307124	1307852	TF binding site
16	3646131	3646846	TF binding site
17	79167544	79168169	TF binding site
5	44546198	44547140	TF binding site
11	78763634	78763907	TF binding site
GL000198.1	68588	68896	TF binding site
9	140396508	140397220	TF binding site
6	155295693	155295990	TF binding site
X	53219882	53220180	TF binding site
14	87174976	87175973	TF binding site
9	68672856	68672990	TF binding site
2	92012867	92013215	TF binding site
16	27225564	27226033	TF binding site
5	131656822	131657224	TF binding site
22	23617119	23617734	TF binding site
15	39809375	39809580	TF binding site
3	63192781	63193250	TF binding site
6	55105991	55106363	TF binding site
1	223213271	223213755	TF binding site
10	3100141	3100464	TF binding site
12	130395950	130396413	TF binding site
19	32044101	32044462	TF binding site
20	52414346	52414769	TF binding site
12	132319720	132320086	TF binding site
14	49761504	49761809	TF binding site
16	20607669	20608472	TF binding site
5	173338740	173338936	TF binding site
9	140405388	140406008	TF binding site
1	115059296	115059536	TF binding site
14	69574078	69574495	TF binding site
6	135048050	135048606	TF binding site
1	76320660	76321014	TF binding site
2	63446054	63446648	TF binding site
8	87603905	87604197	TF binding site
17	33923458	33924089	TF binding site
1	52558995	52559146	TF binding site
4	83662289	83662707	TF binding site
10	72273	72621	TF binding site
12	54547382	54547823	TF binding site
GL000217.1	108449	109051	TF binding site
3	15245495	15245886	TF binding site
6	141848147	141848563	TF binding site
X	18028345	18028746	TF binding site
14	45082354	45082820	TF binding site
2	71123985	71124368	TF binding site
2	135713329	135713688	TF binding site
11	80459265	80459827	TF binding site
8	103000088	103000445	TF binding site
19	31626778	31627017	TF binding site
12	6793837	6794076	TF binding site
4	19852513	19852899	TF binding site
17	10616710	10616986	TF binding site
4	97777670	97777950	TF binding site
6	57445586	57445916	TF binding site
9	127659737	127660222	TF binding site
3	131433752	131433911	TF binding site
17	72146472	72146762	TF binding site
1	2493326	2493740	TF binding site
1	46971230	46971926	TF binding site
11	27738453	27738807	TF binding site
15	95464937	95465738	TF binding site
2	74025819	74026127	TF binding site
12	76192246	76192815	TF binding site
6	79575334	79575638	TF binding site
2	152606885	152607441	TF binding site
3	139734058	139734293	TF binding site
11	129400136	129400923	TF binding site
8	88593145	88593413	TF binding site
2	227424161	227424788	TF binding site
14	70519770	70520042	TF binding site
5	138623938	138623987	TF binding site
3	46534327	46534748	TF binding site
13	74801331	74801592	TF binding site
19	23444201	23444942	TF binding site
21	29175247	29175517	TF binding site
2	137494794	137495061	TF binding site
5	128161482	128161880	TF binding site
10	85371717	85372207	TF binding site
11	100396389	100396660	TF binding site
13	76579783	76580051	TF binding site
15	67258674	67258927	TF binding site
10	11972605	11972922	TF binding site
X	154314687	154315098	TF binding site
9	73125095	73125495	TF binding site
6	52769388	52769772	TF binding site
5	38290948	38291605	TF binding site
5	136789231	136789502	TF binding site
7	64353215	64353561	TF binding site
10	103958499	103959002	TF binding site
7	142785684	142786077	TF binding site
1	156414194	156414563	TF binding site
2	103978162	103978643	TF binding site
2	21644985	21645264	TF binding site
6	7246610	7246872	TF binding site
4	120331726	120331972	TF binding site
3	14189999	14190558	TF binding site
6	35521010	35521430	TF binding site
3	173695524	173695878	TF binding site
19	10325474	10325850	TF binding site
3	143727341	143727604	TF binding site
15	29416740	29417639	TF binding site
5	148744887	148745460	TF binding site
X	57411101	57411376	TF binding site
11	104202908	104203172	TF binding site
